12,4,28866.27
1,1,2,0,2
1,2,1,0,3
2,1,3,0,4
5,1,4,1,0
5,2,3,4,0
6,1,4,5,0
7,1,4,2,3
8,1,4,0,4
11,3,4,2,0
11,4,1,2,0
